"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","FBgn0000556",12.76636928,12.66048447,207.5344198,4.46e-16,6.4e-13,24.40830379
"2","FBgn0003884",12.32318142,12.31927155,185.908822,1.07e-15,6.4e-13,24.10619064
"3","FBgn0000559",11.73424383,11.70006977,181.594423,1.28e-15,6.4e-13,24.03361126
"4","FBgn0003887",11.40397391,11.39033596,168.3919775,2.33e-15,6.4e-13,23.78208158
"5","FBgn0020910",10.93984687,10.88274141,220.3228246,2.78e-16,6.4e-13,24.54754603
"6","FBgn0001942",10.87116959,10.78249103,186.9794922,1.02e-15,6.4e-13,24.10610455
"7","FBgn0017545",10.60014927,10.51436925,165.0100824,2.74e-15,6.4e-13,23.69348717
"8","FBgn0014026",10.29938892,10.26757785,187.6307059,9.91e-16,6.4e-13,24.09989866
"9","FBgn0024733",10.25133216,10.18023174,159.8081344,3.53e-15,6.4e-13,23.57045774
"10","FBgn0261592",10.20325002,10.16288976,184.8551403,1.12e-15,6.4e-13,24.05266733
"11","FBgn0011284",10.1555754,10.11640641,176.6093775,1.6e-15,6.4e-13,23.90938703
"12","FBgn0005593",10.14310742,10.10612785,170.1756794,2.15e-15,6.4e-13,23.78731435
"13","FBgn0010488",10.11529111,9.989132726,164.3195938,2.83e-15,6.4e-13,23.66650771
"14","FBgn0039757",10.1023287,10.06639147,174.4604324,1.76e-15,6.4e-13,23.86854749
"15","FBgn0028697",10.09195661,10.03379663,158.3797123,3.79e-15,6.4e-13,23.5340633
"16","FBgn0004907",10.0464442,10.12785059,167.0795435,2.48e-15,6.4e-13,23.72274891
"17","FBgn0020618",10.04618776,10.00651738,190.4017192,8.83e-16,6.4e-13,24.13610709
"18","FBgn0010408",10.03252788,9.997930396,180.567938,1.34e-15,6.4e-13,23.97639007
"19","FBgn0003279",10.03250575,10.02146345,159.8180567,3.53e-15,6.4e-13,23.56571071
"20","FBgn0033663",10.02723122,9.940277446,157.0344826,4.06e-15,6.4e-13,23.5012932
"21","FBgn0003942",10.02170566,9.971691715,155.5377635,4.38e-15,6.4e-13,23.4655686
"22","FBgn0036213",10.01777714,9.967975624,169.7962816,2.19e-15,6.4e-13,23.77691879
"23","FBgn0000370",10.01718308,10.01187002,184.469094,1.13e-15,6.4e-13,24.04159995
"24","FBgn0034967",10.01416701,9.958710707,155.7034755,4.34e-15,6.4e-13,23.46938932
"25","FBgn0004867",10.01102696,10.01047839,184.7355595,1.12e-15,6.4e-13,24.04581178
"26","FBgn0000043",9.968702524,9.820699353,170.7106504,2.09e-15,6.4e-13,23.79380427
"27","FBgn0002622",9.967810861,9.961485252,177.7728323,1.52e-15,6.4e-13,23.92581813
"28","FBgn0029176",9.933507325,9.895244293,178.2472113,1.49e-15,6.4e-13,23.93352236
"29","FBgn0002607",9.930517375,9.903068758,178.5131169,1.47e-15,6.4e-13,23.93816906
"30","FBgn0000253",9.928425213,9.935078029,183.162359,1.2e-15,6.4e-13,24.01792752
"31","FBgn0002590",9.904751089,9.884606245,183.8172414,1.17e-15,6.4e-13,24.02828429
"32","FBgn0039857",9.889857904,9.835478783,181.819078,1.27e-15,6.4e-13,23.99452795
"33","FBgn0010411",9.867279484,9.82552054,165.7652482,2.64e-15,6.4e-13,23.69175524
"34","FBgn0000100",9.840854783,9.833000572,167.2887435,2.46e-15,6.4e-13,23.72273215
"35","FBgn0261599",9.828716612,9.7657345,158.3262839,3.8e-15,6.4e-13,23.52754179
"36","FBgn0261606",9.817522915,9.77082512,172.7338124,1.91e-15,6.4e-13,23.82976653
"37","FBgn0261602",9.796712274,9.798397799,164.6175926,2.79e-15,6.4e-13,23.66621693
"38","FBgn0037874",9.774782209,9.713827224,174.9545939,1.72e-15,6.4e-13,23.8706053
"39","FBgn0034138",9.762857954,9.724424444,168.2914105,2.35e-15,6.4e-13,23.74162385
"40","FBgn0014184",9.715061749,9.696073336,161.9475255,3.18e-15,6.4e-13,23.60714981
"41","FBgn0010265",9.689409315,9.673901785,178.851131,1.45e-15,6.4e-13,23.93928397
"42","FBgn0033699",9.646819153,9.62270942,156.2179188,4.23e-15,6.4e-13,23.4750321
"43","FBgn0010198",9.600390089,9.545187717,157.4115762,3.98e-15,6.4e-13,23.50241173
"44","FBgn0034968",9.58837832,9.556857586,176.3215559,1.62e-15,6.4e-13,23.89223576
"45","FBgn0015756",9.568662062,9.519089782,157.7792697,3.91e-15,6.4e-13,23.5104764
"46","FBgn0266696",9.560381503,9.582581791,163.3748501,2.97e-15,6.4e-13,23.63558777
"47","FBgn0010409",9.559406204,9.514306172,159.5827689,3.57e-15,6.4e-13,23.55174578
"48","FBgn0003941",9.558840752,9.497876953,183.846039,1.16e-15,6.4e-13,24.02189813
"49","FBgn0013325",9.515364986,9.487181423,155.5099009,4.38e-15,6.4e-13,23.45602952
"50","FBgn0266410",9.489862287,9.328788723,161.121625,3.31e-15,6.4e-13,23.58514788
"51","FBgn0034743",9.477193784,9.459203265,165.9312429,2.62e-15,6.4e-13,23.68831654
"52","FBgn0038834",9.459212533,9.43491803,162.1860581,3.14e-15,6.4e-13,23.60810239
"53","FBgn0260441",9.448043771,9.420404633,170.4333751,2.12e-15,6.4e-13,23.77869379
"54","FBgn0005533",9.400808244,9.377116871,171.4127783,2.03e-15,6.4e-13,23.79683725
"55","FBgn0250753",9.39900882,9.24522374,173.7138668,1.82e-15,6.4e-13,23.84062883
"56","FBgn0011217",9.364463529,9.326371788,200.1239842,5.95e-16,6.4e-13,24.26086508
"57","FBgn0036825",9.355088187,9.354482565,162.9432943,3.03e-15,6.4e-13,23.62264741
"58","FBgn0002626",9.338589908,9.324519121,171.7415942,2e-15,6.4e-13,23.80196012
"59","FBgn0039359",9.289241343,9.270461661,173.9793219,1.8e-15,6.4e-13,23.84340789
"60","FBgn0004432",9.229565396,9.309203228,161.1646942,3.3e-15,6.4e-13,23.58099646
"61","FBgn0032518",9.219768164,9.232237307,165.3466032,2.7e-15,6.4e-13,23.67083252
"62","FBgn0029785",9.14915377,9.096625998,173.9568568,1.8e-15,6.4e-13,23.83927863
"63","FBgn0003274",9.058228488,9.057031265,160.0123624,3.5e-15,6.4e-13,23.55035291
"64","FBgn0001248",9.054493573,9.014769038,173.2157509,1.87e-15,6.4e-13,23.82207436
"65","FBgn0025286",9.038212715,9.024135103,167.4152288,2.44e-15,6.4e-13,23.70791744
"66","FBgn0261596",9.036757627,9.018737417,164.6444953,2.79e-15,6.4e-13,23.65046297
"67","FBgn0261593",8.974613631,8.93904083,158.3658396,3.79e-15,6.4e-13,23.5099104
"68","FBgn0026189",8.974128006,8.969933794,157.1713302,4.03e-15,6.4e-13,23.48222545
"69","FBgn0034237",8.852855324,8.810140514,157.8170198,3.9e-15,6.4e-13,23.49131433
"70","FBgn0010412",8.843625817,8.855168995,156.0764186,4.26e-15,6.4e-13,23.45011363
"71","FBgn0263594",8.786820983,8.773523679,156.6159419,4.14e-15,6.4e-13,23.45988603
"72","FBgn0000181",8.739994324,8.75874265,166.685085,2.53e-15,6.4e-13,23.67721106
"73","FBgn0086904",8.719248433,8.78228882,165.4094478,2.69e-15,6.4e-13,23.64930709
"74","FBgn0038145",8.662432503,8.688577852,176.5073417,1.61e-15,6.4e-13,23.85921671
"75","FBgn0015622",8.604901153,8.624159253,188.0340913,9.75e-16,6.4e-13,24.04613254
"76","FBgn0026250",8.597152842,8.527582736,172.5753477,1.92e-15,6.4e-13,23.78122641
"77","FBgn0260462",8.571041248,8.479441255,166.8730912,2.51e-15,6.4e-13,23.66693175
"78","FBgn0015218",8.528704856,8.524141613,174.8837849,1.73e-15,6.4e-13,23.81672465
"79","FBgn0015324",8.484771826,8.403838768,158.3827171,3.79e-15,6.4e-13,23.4756616
"80","FBgn0036974",8.399984104,8.280675677,156.197957,4.23e-15,6.4e-13,23.41556315
"81","FBgn0011747",8.393109907,8.354666199,157.2892841,4.01e-15,6.4e-13,23.44009094
"82","FBgn0022959",8.385708816,8.535054659,158.4566984,3.78e-15,6.4e-13,23.4657982
"83","FBgn0000150",8.317945422,8.401844823,159.0051385,3.68e-15,6.4e-13,23.46948772
"84","FBgn0027338",8.279489512,8.225497366,161.541605,3.24e-15,6.4e-13,23.52033482
"85","FBgn0040777",7.963536772,7.892846964,156.0565483,4.26e-15,6.4e-13,23.34360697
"86","FBgn0038947",7.935519196,7.824218029,158.5390641,3.76e-15,6.4e-13,23.39431203
"87","FBgn0032213",7.849462423,7.682834059,156.2660967,4.22e-15,6.4e-13,23.32470486
"88","FBgn0035423",7.487626213,7.446523925,159.6290481,3.56e-15,6.4e-13,23.3135797
"89","FBgn0039713",10.04112445,10.01567289,155.1578794,4.46e-15,6.44e-13,23.45681754
"90","FBgn0066084",10.29197743,10.28381302,154.3712518,4.65e-15,6.52e-13,23.44326487
"91","FBgn0011272",9.193727098,9.194041859,154.5515713,4.6e-15,6.52e-13,23.4267366
"92","FBgn0027779",7.423831717,7.387288333,154.2633949,4.67e-15,6.52e-13,23.18008921
"93","FBgn0033268",9.411275759,9.622957463,153.1571945,4.94e-15,6.62e-13,23.3969438
"94","FBgn0030136",9.394408984,9.381682356,153.6803693,4.81e-15,6.62e-13,23.40956258
"95","FBgn0030616",9.299270706,9.257169775,152.941694,5e-15,6.62e-13,23.38963257
"96","FBgn0029897",9.230449892,9.228254094,153.2336228,4.93e-15,6.62e-13,23.39532014
"97","FBgn0033194",7.959652512,7.831133639,153.0198296,4.98e-15,6.62e-13,23.27165919
"98","FBgn0010078",9.400967894,9.379766608,152.5414427,5.1e-15,6.69e-13,23.38143922
"99","FBgn0265297",11.26615139,11.23148293,151.6331557,5.35e-15,6.93e-13,23.39673153
"100","FBgn0039928",8.439253002,8.413405092,151.4713758,5.4e-15,6.93e-13,23.3060029
"101","FBgn0037351",9.398236408,9.390445713,150.5898316,5.65e-15,7.12e-13,23.33193943
"102","FBgn0259214",8.886935584,8.991869165,150.5835507,5.65e-15,7.12e-13,23.31711195
"103","FBgn0266411",8.364472623,8.132809706,150.1654234,5.78e-15,7.21e-13,23.26403193
"104","FBgn0064225",10.75721159,10.64932077,148.5008713,6.31e-15,7.59e-13,23.30438015
"105","FBgn0086558",10.3337743,10.22020012,148.1855033,6.42e-15,7.59e-13,23.286063
"106","FBgn0003891",9.361236797,9.313424235,147.9742815,6.49e-15,7.59e-13,23.2628596
"107","FBgn0017579",9.314918835,9.277139378,148.3508018,6.36e-15,7.59e-13,23.2720853
"108","FBgn0019936",8.927114091,8.868613783,147.9327081,6.51e-15,7.59e-13,23.24995686
"109","FBgn0023213",8.79264607,8.736904684,148.5227175,6.31e-15,7.59e-13,23.25897317
"110","FBgn0003371",8.552903173,8.514328623,148.3244028,6.37e-15,7.59e-13,23.23616006
"111","FBgn0001987",7.559069204,7.60405482,147.7769545,6.56e-15,7.59e-13,23.05585123
"112","FBgn0086472",9.794536916,9.771664937,147.1020013,6.8e-15,7.63e-13,23.24620704
"113","FBgn0015288",9.171250266,9.113580139,147.236108,6.76e-15,7.63e-13,23.23921424
"114","FBgn0260439",8.492163003,8.509526961,147.0274111,6.83e-15,7.63e-13,23.19629538
"115","FBgn0035601",7.425979223,7.390622116,147.0707937,6.82e-15,7.63e-13,23.00778978
"116","FBgn0026372",9.935600121,9.928080305,146.5207298,7.02e-15,7.78e-13,23.23286016
"117","FBgn0035422",9.137226914,9.132300736,145.4981263,7.42e-15,7.87e-13,23.19109461
"118","FBgn0039300",9.135188005,9.090519628,146.0902781,7.19e-15,7.87e-13,23.2073159
"119","FBgn0011230",9.070619119,9.048581453,145.3935664,7.46e-15,7.87e-13,23.18624401
"120","FBgn0011726",9.05933337,8.913033972,145.4582392,7.44e-15,7.87e-13,23.18765353
"121","FBgn0087013",8.623060184,8.620362969,145.8325455,7.29e-15,7.87e-13,23.17567708
"122","FBgn0051716",7.797322262,7.722329609,145.3749462,7.47e-15,7.87e-13,23.04583252
"123","FBgn0003517",10.26708207,10.25264005,144.6191428,7.79e-15,8.07e-13,23.18686662
"124","FBgn0035630",8.081717126,8.083457447,144.636973,7.78e-15,8.07e-13,23.07885621
"125","FBgn0032586",8.539966875,8.458900127,144.3942913,7.88e-15,8.1e-13,23.12882793
"126","FBgn0262736",9.878853069,9.665408466,143.6481487,8.21e-15,8.12e-13,23.1518646
"127","FBgn0030719",8.409801716,8.389018429,143.9147517,8.09e-15,8.12e-13,23.10292684
"128","FBgn0004404",8.051544876,8.030353638,143.9769434,8.07e-15,8.12e-13,23.05563207
"129","FBgn0032242",7.617097581,7.525759375,143.6954209,8.19e-15,8.12e-13,22.96209019
"130","FBgn0250785",7.351057283,7.425581053,143.9034653,8.1e-15,8.12e-13,22.90998053
"131","FBgn0032880",7.375619836,7.304185685,143.2173749,8.41e-15,8.25e-13,22.89686318
"132","FBgn0033912",9.675940565,9.6448862,142.806978,8.6e-15,8.37e-13,23.1246008
"133","FBgn0086706",8.335484559,8.204842827,142.3158973,8.84e-15,8.41e-13,23.04940965
"134","FBgn0005671",8.319244812,8.228858278,142.3654755,8.82e-15,8.41e-13,23.04891809
"135","FBgn0004179",7.172452393,7.133513197,142.5483113,8.73e-15,8.41e-13,22.83815549
"136","FBgn0002579",9.526956678,9.50750997,142.1683742,8.91e-15,8.42e-13,23.10398822
"137","FBgn0260934",8.642408321,8.602942732,142.0043833,9e-15,8.44e-13,23.06959531
"138","FBgn0032987",9.823255782,9.766489887,141.6318166,9.19e-15,8.55e-13,23.09275428
"139","FBgn0004657",8.571669784,8.472793246,140.6207658,9.72e-15,8.98e-13,23.02378241
"140","FBgn0034753",9.724390252,9.741891375,139.6101961,1.03e-14,9.26e-13,23.03119064
"141","FBgn0039858",9.672929894,9.613683428,139.7478129,1.02e-14,9.26e-13,23.03458434
"142","FBgn0261597",9.331523025,9.32687323,139.7517095,1.02e-14,9.26e-13,23.02965896
"143","FBgn0031980",9.152056418,9.122239589,139.332178,1.05e-14,9.26e-13,23.01346007
"144","FBgn0004921",8.226289733,8.269071818,139.278807,1.05e-14,9.26e-13,22.94753107
"145","FBgn0037728",8.225016842,8.243718908,139.2161053,1.05e-14,9.26e-13,22.94554666
"146","FBgn0263977",6.808173442,6.816678495,139.5004961,1.04e-14,9.26e-13,22.68330551
"147","FBgn0053113",9.346732729,9.301091731,138.2662681,1.11e-14,9.27e-13,22.98479702
"148","FBgn0027588",8.933270013,8.894155983,138.2652193,1.11e-14,9.27e-13,22.97434692
"149","FBgn0037249",8.555915474,8.514617253,138.7801414,1.08e-14,9.27e-13,22.96765782
"150","FBgn0261564",8.325465491,8.305552081,138.2776466,1.11e-14,9.27e-13,22.92982521
"151","FBgn0026620",8.215242452,8.150480704,139.0490787,1.06e-14,9.27e-13,22.9391201
"152","FBgn0262742",7.88527484,7.915402235,138.5137259,1.1e-14,9.27e-13,22.87077559
"153","FBgn0023458",7.2350166,7.213649472,138.4239349,1.1e-14,9.27e-13,22.73626051
"154","FBgn0030693",7.157113647,7.110179628,138.5379164,1.09e-14,9.27e-13,22.72497401
"155","FBgn0261014",9.585113891,9.474443054,137.6948955,1.15e-14,9.52e-13,22.97066172
"156","FBgn0029506",8.659082708,8.543672037,137.5118576,1.16e-14,9.53e-13,22.93671422
"157","FBgn0262732",7.090176066,7.130127739,137.4513114,1.16e-14,9.53e-13,22.68140434
"158","FBgn0000117",9.729288988,9.70147931,136.7590975,1.21e-14,9.55e-13,22.94348836
"159","FBgn0023170",9.575894166,9.522583865,136.1453847,1.26e-14,9.55e-13,22.92196238
"160","FBgn0085436",9.100956708,9.039730261,136.2231461,1.25e-14,9.55e-13,22.91620508
"161","FBgn0086710",8.948954158,8.896191328,136.6124963,1.22e-14,9.55e-13,22.92378002
"162","FBgn0037328",8.365452413,8.388075701,136.4197014,1.24e-14,9.55e-13,22.87718153
"163","FBgn0053129",8.269353837,8.179945577,136.8526574,1.21e-14,9.55e-13,22.87992123
"164","FBgn0035802",7.662102445,7.627899084,136.1807861,1.25e-14,9.55e-13,22.75720196
"165","FBgn0022023",7.599077442,7.553202815,136.1722647,1.25e-14,9.55e-13,22.74405416
"166","FBgn0028399",7.410761454,7.286320108,136.5806818,1.22e-14,9.55e-13,22.71725552
"167","FBgn0264492",7.202849329,7.208193441,136.7222695,1.21e-14,9.55e-13,22.68116303
"168","FBgn0004574",7.149399003,7.160378939,136.1291029,1.26e-14,9.55e-13,22.65395786
"169","FBgn0259243",6.678524899,6.644955397,136.8529864,1.21e-14,9.55e-13,22.57960563
"170","FBgn0043884",8.809374365,8.812171155,135.5464354,1.3e-14,9.83e-13,22.88398339
"171","FBgn0027108",9.450756007,9.42264518,135.0287062,1.34e-14,9.9e-13,22.8845575
"172","FBgn0010348",9.121078171,9.0121284,135.144039,1.33e-14,9.9e-13,22.88238826
"173","FBgn0012037",8.809055716,8.692495295,135.0903466,1.34e-14,9.9e-13,22.8693999
"174","FBgn0034181",7.509235484,7.426552192,135.2407277,1.32e-14,9.9e-13,22.69736461
"175","FBgn0041775",8.32840218,8.286584091,134.7363434,1.36e-14,1e-12,22.82024761
"176","FBgn0016700",8.068807743,7.945239427,134.5557045,1.38e-14,1e-12,22.78055574
"177","FBgn0261793",7.613653211,7.607355963,134.4787651,1.38e-14,1e-12,22.69537569
"178","FBgn0264607",7.871467352,7.943875262,134.1152315,1.41e-14,1.02e-12,22.7338762
"179","FBgn0004403",9.204204233,9.168093792,133.8246859,1.44e-14,1.03e-12,22.84127951
"180","FBgn0023143",9.187193542,9.154273854,133.3570669,1.48e-14,1.06e-12,22.82555808
"181","FBgn0250789",9.433961491,9.490697355,133.0406093,1.51e-14,1.06e-12,22.81927196
"182","FBgn0016756",8.573024631,8.656987047,133.1427815,1.5e-14,1.06e-12,22.79152107
"183","FBgn0037261",6.991234306,7.102316393,132.962484,1.51e-14,1.06e-12,22.53009811
"184","FBgn0021872",8.613138516,8.575004886,132.3463594,1.57e-14,1.08e-12,22.76828425
"185","FBgn0025582",7.673252523,7.613671157,132.6467428,1.54e-14,1.08e-12,22.64974031
"186","FBgn0020660",7.421204736,7.372590841,132.3415595,1.57e-14,1.08e-12,22.58952096
"187","FBgn0035232",7.387704875,7.406600465,132.3355222,1.57e-14,1.08e-12,22.58304983
"188","FBgn0004926",7.138976938,7.128945439,132.2969625,1.58e-14,1.08e-12,22.53598433
"189","FBgn0013272",9.938309311,9.779031213,132.1127579,1.59e-14,1.08e-12,22.79529718
"190","FBgn0004103",8.447645089,8.438837773,131.6626663,1.64e-14,1.09e-12,22.73224032
"191","FBgn0267378",7.644640018,7.522919652,131.6346724,1.64e-14,1.09e-12,22.61141784
"192","FBgn0037541",7.547414327,7.466591021,131.6200213,1.64e-14,1.09e-12,22.59165059
"193","FBgn0264962",7.44898265,7.408385619,131.6768101,1.64e-14,1.09e-12,22.5739625
"194","FBgn0014020",9.111411835,9.003093342,131.3291414,1.67e-14,1.1e-12,22.75601507
"195","FBgn0266717",8.306320587,8.288125282,131.3658706,1.67e-14,1.1e-12,22.7078204
"196","FBgn0030245",6.93511688,6.860778352,130.6074951,1.74e-14,1.14e-12,22.446559
"197","FBgn0015778",9.020324178,9.067588871,130.4251102,1.76e-14,1.14e-12,22.72246465
"198","FBgn0035811",7.192687265,7.205829077,130.4753142,1.76e-14,1.14e-12,22.48773613
"199","FBgn0265082",8.035171651,8.005062687,130.2130398,1.79e-14,1.15e-12,22.63340647
"200","FBgn0259176",8.796428149,8.688733683,130.1175154,1.8e-14,1.15e-12,22.70341191
"201","FBgn0030674",8.378118138,8.294651118,129.8492572,1.83e-14,1.17e-12,22.66369337
"202","FBgn0032208",8.741343391,8.734747179,129.7322311,1.84e-14,1.17e-12,22.68710139
"203","FBgn0000319",9.728799291,9.571409079,129.1660008,1.9e-14,1.19e-12,22.69060266
"204","FBgn0261800",8.915358999,9.004154369,129.0658519,1.92e-14,1.19e-12,22.67171218
"205","FBgn0261608",8.582495443,8.567307502,129.0390436,1.92e-14,1.19e-12,22.65310529
"206","FBgn0015834",7.749540084,7.710947312,129.2842668,1.89e-14,1.19e-12,22.55410248
"207","FBgn0004419",7.333061034,7.240034885,129.2582618,1.89e-14,1.19e-12,22.4734547
"208","FBgn0035285",6.838720186,6.697715824,129.2682758,1.89e-14,1.19e-12,22.38545705
"209","FBgn0013981",8.665720689,8.639820294,128.8809134,1.94e-14,1.19e-12,22.6530037
"210","FBgn0011336",7.72976137,7.690387682,128.6581075,1.96e-14,1.19e-12,22.52889302
"211","FBgn0004436",6.960903142,6.859074688,128.6609426,1.96e-14,1.19e-12,22.38844926
"212","FBgn0262124",6.895329313,6.888651496,128.8097473,1.95e-14,1.19e-12,22.38166991
"213","FBgn0259174",7.252070617,7.13885873,128.3934774,2e-14,1.2e-12,22.42981117
"214","FBgn0035753",9.041344499,9.030562186,128.2189252,2.02e-14,1.21e-12,22.64571509
"215","FBgn0016687",6.851342319,6.885970487,127.9970173,2.05e-14,1.22e-12,22.34649342
"216","FBgn0035713",7.607973483,7.625981193,127.9161731,2.06e-14,1.22e-12,22.48051322
"217","FBgn0015221",9.313408767,9.302093376,127.6902296,2.09e-14,1.23e-12,22.63250025
"218","FBgn0002593",9.293667741,9.2646268,127.6623868,2.09e-14,1.23e-12,22.63121796
"219","FBgn0035020",6.500997462,6.509016121,127.7797896,2.07e-14,1.23e-12,22.2583978
"220","FBgn0028737",8.482273249,8.428789539,127.5092215,2.11e-14,1.23e-12,22.59126774
"221","FBgn0051729",7.501963722,7.37250656,127.3364047,2.13e-14,1.23e-12,22.44036554
"222","FBgn0003462",7.318649152,7.395414702,127.4061383,2.12e-14,1.23e-12,22.40874307
"223","FBgn0000116",10.71790524,11.02617382,127.0823089,2.17e-14,1.24e-12,22.63316084
"224","FBgn0031313",9.552519432,9.293809929,127.137719,2.16e-14,1.24e-12,22.6157234
"225","FBgn0015521",8.508266449,8.460628418,127.1534616,2.16e-14,1.24e-12,22.5805067
"226","FBgn0039172",6.490797931,6.416676508,127.0218909,2.17e-14,1.24e-12,22.23058291
"227","FBgn0004373",7.974877172,7.961919931,126.8016805,2.2e-14,1.25e-12,22.50624844
"228","FBgn0035720",9.443899198,9.505661207,126.4402945,2.25e-14,1.27e-12,22.58887135
"229","FBgn0261403",7.08046839,7.034957661,126.3356286,2.27e-14,1.27e-12,22.33129698
"230","FBgn0015222",9.673732847,9.611494209,126.1122448,2.3e-14,1.28e-12,22.57966632
"231","FBgn0260442",9.025908571,8.898472833,126.0835907,2.31e-14,1.28e-12,22.56789034
"232","FBgn0033902",7.722617781,7.635972873,125.9028421,2.33e-14,1.29e-12,22.43178319
"233","FBgn0050011",8.486159322,8.321194663,125.6264594,2.37e-14,1.3e-12,22.52329788
"234","FBgn0032721",6.530176825,6.462060721,125.6745012,2.37e-14,1.3e-12,22.19751537
"235","FBgn0015790",8.450673371,8.282075751,124.6344295,2.53e-14,1.38e-12,22.48377503
"236","FBgn0262114",7.700952358,7.546433183,124.6032045,2.53e-14,1.38e-12,22.38105828
"237","FBgn0263351",6.831499538,6.804670982,124.4434966,2.56e-14,1.39e-12,22.22247485
"238","FBgn0086361",7.290001696,7.291549476,124.3135025,2.58e-14,1.39e-12,22.29599506
"239","FBgn0041092",7.648002926,7.472860019,124.046504,2.62e-14,1.41e-12,22.3509991
"240","FBgn0263593",7.644096671,7.580464501,123.9794871,2.63e-14,1.41e-12,22.34799437
"241","FBgn0039944",6.092159915,6.046725881,123.8660189,2.65e-14,1.41e-12,21.98790244
"242","FBgn0020255",8.147472006,8.127909495,123.7149923,2.68e-14,1.42e-12,22.41751357
"243","FBgn0015282",7.629351963,7.510397001,123.5235275,2.71e-14,1.43e-12,22.32849883
"244","FBgn0052016",7.066308384,7.029757529,123.3454468,2.74e-14,1.43e-12,22.22425844
"245","FBgn0038659",6.687894083,6.677509023,123.3973218,2.73e-14,1.43e-12,22.15733393
"246","FBgn0028541",6.377833757,6.303720087,123.373727,2.74e-14,1.43e-12,22.07587844
"247","FBgn0000416",10.76173419,10.5987935,122.8606294,2.83e-14,1.46e-12,22.47433691
"248","FBgn0016917",8.153723679,8.118067144,122.9425961,2.82e-14,1.46e-12,22.38904106
"249","FBgn0031571",7.452677807,7.438167272,122.9223085,2.82e-14,1.46e-12,22.27416499
"250","FBgn0004868",8.907919947,8.803087635,122.2254025,2.95e-14,1.47e-12,22.41775975
"251","FBgn0028371",8.586806776,8.581053931,122.6026336,2.88e-14,1.47e-12,22.41662448
"252","FBgn0028692",8.373989573,8.236987101,122.1560062,2.96e-14,1.47e-12,22.38230825
"253","FBgn0015024",8.359479498,8.311717735,122.558826,2.89e-14,1.47e-12,22.39655096
"254","FBgn0016726",8.330715372,8.295646965,122.3832688,2.92e-14,1.47e-12,22.38707855
"255","FBgn0267795",8.09252581,8.112857832,122.2701099,2.94e-14,1.47e-12,22.3559327
"256","FBgn0032198",7.083693315,7.079281934,122.2757644,2.94e-14,1.47e-12,22.18830701
"257","FBgn0261722",6.671122515,6.634180918,122.1669689,2.96e-14,1.47e-12,22.10987048
"258","FBgn0023212",6.487143462,6.515047375,122.1985508,2.95e-14,1.47e-12,22.0660389
"259","FBgn0001105",8.81982798,8.8055491,122.0147214,2.99e-14,1.48e-12,22.40613555
"260","FBgn0045073",6.790857239,6.74288306,121.9493308,3e-14,1.48e-12,22.12650279
"261","FBgn0000318",6.282101394,6.349030489,121.948888,3e-14,1.48e-12,21.99498245
"262","FBgn0053208",10.75037899,10.42507662,121.4855665,3.09e-14,1.48e-12,22.41982613
"263","FBgn0029770",10.7128819,5.942989902,121.7518329,3.04e-14,1.48e-12,22.42975877
"264","FBgn0037686",8.44177669,8.450128202,121.8103802,3.03e-14,1.48e-12,22.37511897
"265","FBgn0016126",7.771671505,7.619177914,121.4789652,3.1e-14,1.48e-12,22.27713651
"266","FBgn0267390",7.512476324,7.486985732,121.3393387,3.12e-14,1.48e-12,22.22609092
"267","FBgn0015776",7.311749299,7.118647143,121.4867293,3.09e-14,1.48e-12,22.19646393
"268","FBgn0037098",7.194076029,7.125526621,121.2537089,3.14e-14,1.48e-12,22.16836076
"269","FBgn0031990",7.076672221,6.947618614,121.4249716,3.11e-14,1.48e-12,22.15588933
"270","FBgn0011745",6.902674013,6.832533458,121.6384403,3.06e-14,1.48e-12,22.13539937
"271","FBgn0031637",6.777101213,6.852333751,121.300661,3.13e-14,1.48e-12,22.10033722
"272","FBgn0261609",6.685033089,6.657692746,121.7627526,3.04e-14,1.48e-12,22.09835048
"273","FBgn0027619",6.607708266,6.525118034,121.2466727,3.14e-14,1.48e-12,22.06239327
"274","FBgn0052000",7.92712958,7.935638338,121.1277964,3.17e-14,1.48e-12,22.28863823
"275","FBgn0000308",10.06839915,9.916320458,121.0554069,3.18e-14,1.49e-12,22.39064371
"276","FBgn0004838",9.733070287,9.662160155,120.6423765,3.27e-14,1.49e-12,22.36941433
"277","FBgn0030520",8.582274493,8.600144208,120.4832562,3.3e-14,1.49e-12,22.33291829
"278","FBgn0032479",8.31513583,8.322139722,120.4894883,3.3e-14,1.49e-12,22.31146325
"279","FBgn0024734",8.027963094,7.968093724,120.6528695,3.27e-14,1.49e-12,22.28424648
"280","FBgn0260799",7.56873015,7.501199801,120.9647721,3.2e-14,1.49e-12,22.22185594
"281","FBgn0032120",6.948948688,6.850041442,120.8999819,3.21e-14,1.49e-12,22.11591484
"282","FBgn0028662",6.859539609,6.724766857,120.4347946,3.31e-14,1.49e-12,22.08329665
"283","FBgn0000536",6.764814571,6.507351717,120.8570751,3.22e-14,1.49e-12,22.08187749
"284","FBgn0034654",6.667465505,6.645007392,120.5844537,3.28e-14,1.49e-12,22.05172187
"285","FBgn0020626",6.648892231,6.618447358,120.8071265,3.23e-14,1.49e-12,22.05568355
"286","FBgn0086377",6.36731585,6.268629827,120.6508531,3.27e-14,1.49e-12,21.9771749
